storeid,itemid,price,time
826,28,64.27,2020-12-06
235,37,20.56,2020-04-25
747,7,52.91,2020-07-03
50,45,95.34,2020-09-16
150,19,74.97,2020-12-19
945,24,27.35,2020-12-25
828,47,87.08,2020-04-19
537,36,54.96,2020-06-25
399,20,81.64,2020-04-18
850,13,25.63,2020-08-30
56,33,73.2,2020-10-18
226,1,36.03,2020-10-31
794,12,27.39,2020-05-13
462,50,7.42,2020-12-02
109,14,61.05,2020-06-26
282,31,27.3,2020-12-28
442,26,32.52,2020-02-12
897,34,83.02,2020-01-14
288,44,8.4,2020-04-05
763,27,78.67,2020-05-15
898,30,28.8,2020-05-31
978,27,97.65,2020-07-19
897,22,56.2,2020-04-12
966,37,48.83,2020-07-11
801,45,27.61,2020-03-22
38,23,96.54,2020-06-22
458,16,51.69,2020-03-28
106,45,92.45,2020-04-15
338,46,80.38,2020-09-01
405,18,15.3,2020-04-11
379,28,30.93,2020-06-10
897,32,10.72,2020-11-13
829,2,28.36,2020-11-30
65,24,23.92,2020-08-07
314,48,22.92,2020-12-27
785,43,10.59,2020-07-03
758,4,7.57,2020-08-30
27,43,52.26,2020-10-16
419,34,48.61,2020-08-25
220,39,15.81,2020-09-23
47,21,30.94,2020-01-18
634,29,10.22,2020-07-31
872,20,2.72,2020-07-16
848,24,57.46,2020-10-26
98,36,23.99,2020-06-10
716,24,42.81,2020-09-01
236,9,99.0,2020-08-15
111,11,60.01,2020-01-24
607,3,84.22,2020-04-15
419,25,92.62,2020-09-18
396,29,60.04,2020-07-22
182,33,63.53,2020-02-10
267,41,27.11,2020-03-26
104,47,2.7,2020-10-02
569,2,91.58,2020-01-06
57,28,3.16,2020-02-16
209,3,5.29,2020-01-11
177,45,10.83,2020-02-14
620,10,25.57,2020-12-10
134,4,74.96,2020-01-10
32,36,92.45,2020-01-12
7,48,93.25,2020-12-15
360,44,51.68,2020-06-13
843,22,75.98,2020-04-09
800,21,47.56,2020-06-22
492,11,93.37,2020-05-26
458,5,18.21,2020-04-28
923,3,54.93,2020-12-15
252,16,36.78,2020-06-09
372,6,4.13,2020-11-09
869,30,71.16,2020-04-17
244,6,20.49,2020-07-29
597,31,90.53,2020-01-29
331,9,57.97,2020-09-02
690,8,94.39,2020-09-19
92,32,35.15,2020-03-07
962,22,58.07,2020-08-17
717,16,59.93,2020-04-11
348,18,28.79,2020-01-10
220,1,3.18,2020-04-13
568,19,73.8,2020-07-28
21,42,15.79,2020-03-06
457,34,78.77,2020-06-17
323,10,28.37,2020-01-04
284,4,63.34,2020-12-19
647,32,18.61,2020-03-11
303,48,21.34,2020-03-02
748,38,87.18,2020-01-26
50,3,22.09,2020-06-19
686,22,27.03,2020-02-12
706,29,26.35,2020-03-19
460,33,20.83,2020-11-30
696,24,98.0,2020-04-09
476,39,44.0,2020-12-07
172,24,63.85,2020-01-01
487,48,91.13,2020-07-02
589,8,94.19,2020-11-24
413,26,55.79,2020-10-03
725,33,44.56,2020-01-02
183,18,13.59,2020-11-06
653,5,15.4,2020-03-10
706,35,89.35,2020-10-18
747,10,7.61,2020-08-13
925,14,9.74,2020-11-11
296,30,71.29,2020-08-09
499,47,51.25,2020-08-28
240,21,66.23,2020-06-29
353,49,3.07,2020-10-05
44,2,5.64,2020-01-02
583,27,45.76,2020-06-15
634,24,46.48,2020-08-24
908,23,83.7,2020-06-16
439,39,6.29,2020-05-18
79,45,93.17,2020-04-21
969,15,65.42,2020-04-26
841,19,83.89,2020-06-23
183,37,16.09,2020-05-18
792,15,32.55,2020-11-08
327,15,18.88,2020-12-23
87,28,35.17,2020-10-05
323,30,59.78,2020-09-19
489,25,3.01,2020-10-02
371,14,93.11,2020-07-05
592,29,9.84,2020-11-26
862,48,66.04,2020-01-09
69,25,26.02,2020-09-26
7,11,87.76,2020-04-11
677,5,47.68,2020-05-21
93,11,16.1,2020-05-09
874,26,79.07,2020-02-18
645,41,18.15,2020-09-22
106,3,8.55,2020-02-11
686,16,85.01,2020-08-31
337,9,2.18,2020-04-19
769,24,70.17,2020-09-22
341,3,50.59,2020-01-10
643,19,82.48,2020-05-27
379,15,61.72,2020-05-24
172,10,84.86,2020-06-27
985,9,49.94,2020-01-15
606,45,94.66,2020-06-07
321,6,44.86,2020-07-13
996,39,12.42,2020-12-18
791,22,1.83,2020-08-23
652,27,92.15,2020-05-17
398,23,42.93,2020-07-27
828,45,12.63,2020-03-27
691,11,45.47,2020-04-01
596,14,90.67,2020-06-19
207,3,51.15,2020-10-19
784,33,79.68,2020-03-24
890,14,70.99,2020-12-20
392,7,75.54,2020-04-07
119,15,49.71,2020-01-04
925,42,97.34,2020-08-02
485,19,91.8,2020-07-14
639,28,54.82,2020-11-09
966,26,24.71,2020-05-31
889,2,69.19,2020-05-18
15,23,32.25,2020-11-24
623,10,22.05,2020-10-07
368,31,27.01,2020-11-03
43,3,23.67,2020-07-05
121,4,83.58,2020-01-06
148,5,93.8,2020-04-29
152,40,92.2,2020-07-30
322,44,47.67,2020-02-20
105,18,89.48,2020-04-02
734,2,6.41,2020-07-17
344,26,43.18,2020-03-23
991,38,98.81,2020-05-19
205,16,12.16,2020-04-29
672,8,89.49,2020-10-01
447,48,88.1,2020-01-03
282,27,75.62,2020-03-26
930,37,11.54,2020-04-16
372,26,33.19,2020-09-29
152,46,51.0,2020-07-14
884,27,88.11,2020-02-09
130,13,68.32,2020-11-07
481,37,38.76,2020-04-28
610,3,99.34,2020-11-26
577,12,62.7,2020-07-10
466,15,95.8,2020-01-07
936,33,5.09,2020-10-20
64,27,57.88,2020-07-30
707,14,19.04,2020-05-01
878,33,16.03,2020-07-05
669,35,15.7,2020-11-06
424,35,43.74,2020-11-13
991,30,18.51,2020-02-27
821,50,68.9,2020-10-13
637,30,51.66,2020-08-29
634,23,84.07,2020-04-09
343,8,88.49,2020-08-05
855,36,28.44,2020-07-10
850,11,93.83,2020-04-25
449,39,61.31,2020-06-30
361,34,45.55,2020-02-28
808,30,83.29,2020-04-10
524,26,59.41,2020-11-24
520,36,39.94,2020-04-24
808,35,42.87,2020-07-31
387,46,41.82,2020-07-12
153,41,47.31,2020-10-06
834,46,17.18,2020-06-19
249,21,24.29,2020-01-18
96,36,9.58,2020-12-16
973,36,28.66,2020-06-23
606,37,12.8,2020-04-06
703,21,23.25,2020-07-07
738,37,31.28,2020-10-13
82,3,8.43,2020-11-16
53,28,43.38,2020-09-16
495,32,48.53,2020-12-26
51,35,67.93,2020-03-26
807,28,76.89,2020-10-04
569,24,50.75,2020-05-25
151,7,88.22,2020-08-27
915,9,59.41,2020-03-24
721,24,30.82,2020-09-20
900,5,39.39,2020-11-02
663,10,35.0,2020-10-09
556,50,20.05,2020-06-16
551,34,41.17,2020-09-29
837,44,71.67,2020-09-13
394,47,51.35,2020-01-23
227,6,18.83,2020-10-23
238,1,35.61,2020-04-28
527,23,43.04,2020-09-16
283,14,38.68,2020-08-14
816,36,87.0,2020-04-04
600,38,90.32,2020-05-17
956,5,47.24,2020-10-16
808,42,15.4,2020-11-14
654,26,84.91,2020-01-07
876,28,1.64,2020-07-15
735,40,67.48,2020-01-27
937,15,83.76,2020-03-14
574,1,88.04,2020-03-16
963,13,8.88,2020-05-20
909,44,36.06,2020-08-19
554,48,28.13,2020-04-30
937,5,54.95,2020-07-02
909,6,18.5,2020-11-12
420,44,79.59,2020-08-26
930,23,17.64,2020-02-06
483,31,90.77,2020-01-04
45,9,17.84,2020-11-15
341,31,5.12,2020-12-10
211,3,27.82,2020-03-15
820,35,87.88,2020-01-21
632,24,18.84,2020-03-17
752,4,78.15,2020-01-29
932,44,65.18,2020-12-10
673,3,63.26,2020-09-10
34,47,80.88,2020-09-05
504,24,9.84,2020-05-24
269,6,72.0,2020-05-17
999,16,80.28,2020-09-22
170,25,65.42,2020-02-13
789,50,15.21,2020-01-23
28,1,34.78,2020-01-09
625,43,68.74,2020-03-24
52,2,82.59,2020-09-15
528,26,4.03,2020-04-16
504,44,21.23,2020-07-02
216,43,88.55,2020-01-05
975,25,17.38,2020-09-02
311,4,53.59,2020-12-22
999,12,15.12,2020-09-29
14,18,40.56,2020-12-04
764,41,2.72,2020-05-11
381,38,26.51,2020-06-12
727,10,77.55,2020-12-18
16,47,49.17,2020-08-26
923,40,22.95,2020-01-10
249,37,94.47,2020-08-02
813,44,43.72,2020-02-28
1,28,81.13,2020-05-19
445,43,43.76,2020-10-27
305,40,87.36,2020-09-22
138,9,69.45,2020-10-26
446,31,77.35,2020-10-22
942,28,53.43,2020-09-26
833,18,77.52,2020-06-15
793,8,26.15,2020-07-20
586,26,56.07,2020-01-26
967,23,47.53,2020-01-12
486,35,46.32,2020-04-11
712,4,30.32,2020-12-14
382,46,28.34,2020-08-16
227,50,32.03,2020-01-11
709,11,15.18,2020-12-11
445,12,14.5,2020-10-07
313,24,3.2,2020-09-30
773,36,19.91,2020-08-18
992,45,46.95,2020-02-01
697,47,19.47,2020-03-12
876,48,23.66,2020-08-14
16,40,90.12,2020-04-18
439,3,63.34,2020-07-01
949,48,79.93,2020-02-07
147,4,89.29,2020-09-19
540,47,49.56,2020-01-28
559,3,8.86,2020-10-24
428,28,16.56,2020-03-15
491,47,89.69,2020-05-18
983,2,3.56,2020-03-17
780,33,89.22,2020-09-17
733,48,32.17,2020-08-23
440,14,18.91,2020-03-30
148,35,98.4,2020-05-03
185,23,52.77,2020-12-12
481,39,35.87,2020-07-24
688,30,20.23,2020-05-20
716,21,81.1,2020-08-21
762,39,25.51,2020-07-29
529,24,70.68,2020-03-29
722,6,32.07,2020-11-21
285,28,9.24,2020-07-20
723,25,51.24,2020-06-13
293,28,7.4,2020-03-15
892,30,83.97,2020-09-07
324,7,33.95,2020-05-22
851,5,31.92,2020-02-16
188,36,22.75,2020-11-22
914,9,81.66,2020-11-24
827,34,95.46,2020-05-16
227,44,69.11,2020-12-22
561,23,8.8,2020-05-24
265,8,80.87,2020-06-11
100,9,81.86,2020-03-17
414,30,63.26,2020-07-24
490,29,75.33,2020-10-13
259,7,59.76,2020-03-25
101,48,46.05,2020-06-10
878,27,28.54,2020-11-03
893,24,14.71,2020-05-26
769,2,85.87,2020-05-08
276,44,36.73,2020-06-22
974,16,90.97,2020-06-19
879,10,30.68,2020-04-16
51,8,56.11,2020-02-05
64,8,33.49,2020-08-14
999,2,19.66,2020-12-15
828,32,95.71,2020-10-10
209,45,35.08,2020-02-01
158,20,67.47,2020-08-22
658,3,8.1,2020-01-31
222,11,20.8,2020-07-18
5,30,23.92,2020-04-29
753,1,6.9,2020-05-11
782,41,99.23,2020-02-09
658,12,80.34,2020-02-28
282,11,43.76,2020-04-13
531,43,75.78,2020-06-09
343,12,51.12,2020-03-30
264,34,25.47,2020-12-08
899,43,44.46,2020-06-04
747,25,20.2,2020-01-12
948,33,32.5,2020-06-29
276,11,1.44,2020-11-01
670,4,93.69,2020-09-28
308,42,56.09,2020-06-01
152,5,35.57,2020-06-09
965,50,55.72,2020-12-23
358,5,1.84,2020-11-29
476,20,18.96,2020-10-16
51,36,83.12,2020-05-05
962,13,44.37,2020-02-05
371,28,36.71,2020-07-03
553,47,43.79,2020-06-07
457,8,14.3,2020-11-30
234,43,79.45,2020-09-24
400,3,91.59,2020-09-18
221,6,25.88,2020-09-17
307,2,33.16,2020-07-18
971,47,84.68,2020-09-14
168,5,7.43,2020-12-20
67,48,55.84,2020-05-21
707,31,27.4,2020-09-11
748,24,3.39,2020-06-13
360,9,30.32,2020-01-22
100,49,69.46,2020-07-25
873,38,81.71,2020-11-07
660,14,40.47,2020-12-04
566,33,95.21,2020-03-11
774,37,11.82,2020-05-04
877,47,62.67,2020-02-12
890,5,48.95,2020-08-30
729,48,59.57,2020-08-16
357,9,51.08,2020-09-24
790,32,92.04,2020-11-10
561,3,5.89,2020-10-19
678,49,94.18,2020-11-24
570,39,24.84,2020-05-05
600,5,38.81,2020-11-03
689,29,60.51,2020-03-22
333,26,79.98,2020-04-09
372,14,57.07,2020-04-22
720,19,94.77,2020-04-27
818,25,28.8,2020-12-24
347,40,12.07,2020-05-10
177,48,20.5,2020-03-12
169,22,61.94,2020-11-21
156,48,91.52,2020-05-01
760,7,76.69,2020-11-14
866,38,92.45,2020-02-20
158,1,31.21,2020-06-13
7,40,99.97,2020-11-04
853,29,24.35,2020-05-29
369,42,55.99,2020-02-09
502,34,2.4,2020-04-03
525,19,22.77,2020-08-23
924,30,32.72,2020-03-31
397,14,38.92,2020-12-29
935,12,81.55,2020-11-26
160,44,21.37,2020-06-27
608,16,11.05,2020-01-25
993,27,55.05,2020-11-19
712,16,85.36,2020-05-17
414,23,92.76,2020-05-09
945,36,42.15,2020-02-12
76,40,9.31,2020-04-15
528,39,33.41,2020-09-07
721,6,72.09,2020-01-24
173,35,95.55,2020-10-10
687,3,39.12,2020-12-14
746,10,96.79,2020-12-03
345,26,10.86,2020-02-18
98,30,3.45,2020-07-01
465,48,76.46,2020-02-23
948,7,99.19,2020-07-25
894,2,76.85,2020-03-10
19,19,71.02,2020-12-28
467,46,68.32,2020-12-16
768,48,25.9,2020-05-22
680,49,26.45,2020-12-09
191,36,75.37,2020-04-04
739,32,39.41,2020-04-12
511,21,78.17,2020-10-24
533,40,25.99,2020-02-02
240,26,49.99,2020-01-07
669,22,35.5,2020-04-11
936,33,72.2,2020-02-14
119,46,44.38,2020-03-08
838,8,91.43,2020-11-12
348,42,73.0,2020-10-14
283,30,9.74,2020-02-06
426,32,94.73,2020-02-01
231,14,41.3,2020-12-27
705,7,88.02,2020-06-17
142,30,21.7,2020-10-14
935,19,31.05,2020-11-08
227,5,66.61,2020-03-01
632,40,77.7,2020-12-13
274,27,28.42,2020-12-21
796,23,75.31,2020-03-23
126,16,29.85,2020-01-06
657,21,48.34,2020-10-18
188,24,42.9,2020-09-01
255,4,20.16,2020-09-02
169,6,18.16,2020-06-20
120,10,39.64,2020-07-25
584,27,70.01,2020-06-07
677,19,31.5,2020-01-15
790,35,91.44,2020-03-18
173,32,71.37,2020-03-13
181,8,58.95,2020-01-01
263,48,71.87,2020-04-23
979,25,37.14,2020-12-26
845,32,23.55,2020-03-14
962,22,34.54,2020-07-20
23,46,61.16,2020-01-31
444,10,75.54,2020-12-12
118,8,75.93,2020-12-12
539,19,18.08,2020-02-01
326,26,94.52,2020-04-08
302,11,65.06,2020-01-16
615,2,12.35,2020-09-19
870,19,32.23,2020-07-28
400,17,38.63,2020-05-23
927,22,71.75,2020-01-01
712,35,87.78,2020-02-20
352,16,32.94,2020-08-28
51,10,33.32,2020-06-21
702,15,34.32,2020-08-25
473,5,51.25,2020-09-23
583,10,1.89,2020-02-29
42,30,48.26,2020-06-02
792,24,68.59,2020-10-21
316,46,71.18,2020-11-10
672,9,74.49,2020-10-09
478,22,71.37,2020-05-08
173,34,71.62,2020-08-17
674,37,97.31,2020-03-21
35,49,63.97,2020-11-20
886,22,74.34,2020-08-13
275,36,85.63,2020-04-02
487,9,44.65,2020-05-22
548,49,72.38,2020-09-01
615,41,40.69,2020-06-09
733,38,54.7,2020-12-04
184,3,76.61,2020-01-05
976,9,39.03,2020-07-13
660,6,82.39,2020-03-21
493,21,90.2,2020-11-29
668,34,85.98,2020-04-04
566,44,62.53,2020-03-25
87,33,80.02,2020-11-23
287,19,80.99,2020-03-19
586,34,87.53,2020-11-13
197,29,71.46,2020-02-08
536,47,50.75,2020-09-06
549,26,51.52,2020-04-06
119,29,7.59,2020-03-06
448,8,88.48,2020-07-28
854,7,6.56,2020-02-20
544,39,83.51,2020-10-13
691,35,20.12,2020-11-10
69,5,6.92,2020-05-29
727,13,7.88,2020-09-07
73,27,77.92,2020-10-16
804,17,50.13,2020-07-17
732,40,23.59,2020-06-10
455,9,7.02,2020-06-01
524,35,88.36,2020-07-11
639,21,61.11,2020-01-30
214,42,1.78,2020-02-13
361,50,96.69,2020-09-03
877,42,33.07,2020-03-27
968,9,60.94,2020-11-13
717,19,23.07,2020-02-21
943,4,78.31,2020-03-20
534,49,72.53,2020-03-27
507,3,39.23,2020-12-23
778,42,95.83,2020-08-05
884,41,32.33,2020-03-22
604,7,83.28,2020-08-07
494,28,13.41,2020-12-26
174,23,52.34,2020-10-06
207,4,70.1,2020-04-16
487,1,62.94,2020-07-29
875,39,24.88,2020-09-07
411,22,66.37,2020-08-13
965,45,27.57,2020-12-13
496,31,75.36,2020-05-15
580,46,78.35,2020-10-04
433,23,76.07,2020-11-19
736,27,41.64,2020-08-24
816,32,40.31,2020-07-27
722,21,4.64,2020-07-30
620,19,16.87,2020-05-17
633,48,94.55,2020-05-02
383,18,75.61,2020-07-05
958,39,77.89,2020-04-17
84,1,42.28,2020-08-09
780,50,77.49,2020-01-01
35,50,53.84,2020-12-08
943,37,0.58,2020-11-25
665,44,92.67,2020-09-14
289,13,47.31,2020-07-21
696,25,16.52,2020-12-14
298,45,70.48,2020-05-09
795,44,34.48,2020-05-10
248,3,68.32,2020-01-18
911,28,63.45,2020-11-15
930,26,71.96,2020-08-02
555,37,92.66,2020-08-21
270,8,25.69,2020-07-10
474,33,47.27,2020-07-01
542,13,31.63,2020-01-15
634,4,8.9,2020-03-13
92,49,82.7,2020-07-30
917,48,65.56,2020-05-13
11,43,58.75,2020-10-05
807,33,34.14,2020-12-17
678,45,70.61,2020-08-02
587,47,67.93,2020-12-20
845,30,44.05,2020-10-19
470,17,86.16,2020-01-14
40,44,44.81,2020-10-08
377,34,34.29,2020-10-11
117,2,50.88,2020-11-08
181,43,5.13,2020-02-16
388,12,87.56,2020-11-17
16,49,41.98,2020-08-28
712,6,6.66,2020-05-11
895,40,22.33,2020-01-23
407,24,37.73,2020-04-02
125,42,26.85,2020-12-30
892,44,22.76,2020-10-12
282,21,58.67,2020-05-26
213,38,40.74,2020-12-11
748,8,72.11,2020-02-01
590,11,86.68,2020-12-13
326,38,36.79,2020-08-30
43,17,46.18,2020-03-31
969,24,4.28,2020-08-16
665,19,46.23,2020-07-29
505,35,39.55,2020-02-02
40,8,65.16,2020-05-03
585,47,67.24,2020-08-11
984,8,81.59,2020-09-06
841,45,70.26,2020-01-31
807,23,19.12,2020-06-02
546,15,8.89,2020-08-18
211,22,69.69,2020-09-24
331,10,25.59,2020-01-25
164,14,56.25,2020-12-14
629,36,54.2,2020-05-09
59,35,14.68,2020-08-05
982,16,32.69,2020-03-10
737,36,87.03,2020-07-01
25,48,31.88,2020-08-01
314,11,32.95,2020-03-14
626,1,83.26,2020-10-02
596,4,94.17,2020-12-13
643,17,65.89,2020-05-21
225,22,37.33,2020-11-09
765,4,51.06,2020-04-29
6,25,0.65,2020-11-18
644,21,21.66,2020-01-20
102,11,11.74,2020-01-27
376,10,56.58,2020-01-06
977,40,75.33,2020-03-27
97,4,86.06,2020-09-20
33,3,41.69,2020-03-25
971,35,98.76,2020-01-12
928,21,18.12,2020-05-07
675,27,99.94,2020-05-01
672,11,59.9,2020-05-22
891,42,74.68,2020-12-06
549,7,47.63,2020-03-16
894,16,10.44,2020-08-07
364,39,95.39,2020-03-19
976,50,98.21,2020-01-06
388,12,89.81,2020-02-09
755,27,50.17,2020-01-05
181,42,17.11,2020-07-25
809,20,89.17,2020-06-18
872,9,31.32,2020-12-27
357,27,43.47,2020-03-18
843,34,11.11,2020-08-09
288,18,13.24,2020-02-11
291,47,63.97,2020-11-18
171,9,40.06,2020-11-04
794,12,21.33,2020-10-21
598,45,64.31,2020-12-05
289,12,21.11,2020-10-31
954,29,33.05,2020-06-21
540,5,39.02,2020-02-06
664,13,57.6,2020-09-08
991,49,37.4,2020-07-16
402,10,16.36,2020-05-16
581,34,79.87,2020-10-03
505,9,4.33,2020-11-01
878,20,13.9,2020-09-02
582,11,42.4,2020-11-12
900,48,10.87,2020-07-03
741,44,13.72,2020-05-02
401,26,28.93,2020-01-09
504,44,71.94,2020-05-28
567,23,54.49,2020-11-08
146,7,38.18,2020-02-05
927,47,42.33,2020-09-15
394,33,74.2,2020-08-27
994,12,20.28,2020-05-28
307,35,30.4,2020-10-15
359,2,30.21,2020-03-22
600,7,44.76,2020-01-27
150,3,58.17,2020-12-14
248,20,61.79,2020-03-30
670,1,66.25,2020-09-24
34,22,52.0,2020-03-29
151,40,69.69,2020-05-20
923,10,77.35,2020-05-30
156,18,21.59,2020-02-11
134,14,90.64,2020-10-31
479,20,74.56,2020-07-13
990,5,4.69,2020-10-11
249,42,80.21,2020-02-17
177,22,20.22,2020-05-09
587,16,6.33,2020-02-18
527,44,59.32,2020-02-25
336,37,0.06,2020-11-24
511,5,61.97,2020-04-13
427,25,12.59,2020-02-26
154,40,5.81,2020-12-05
753,16,88.66,2020-12-05
312,43,29.68,2020-03-19
58,4,31.71,2020-04-08
440,38,99.87,2020-06-30
605,10,50.44,2020-04-10
382,7,66.59,2020-05-25
608,21,35.43,2020-01-04
327,50,41.06,2020-07-01
32,35,59.64,2020-06-13
829,25,28.38,2020-04-30
957,25,95.93,2020-04-21
589,14,83.79,2020-03-02
432,44,23.03,2020-08-06
630,34,89.72,2020-07-13
269,34,33.27,2020-03-28
987,28,71.51,2020-10-05
193,41,71.99,2020-04-19
769,47,28.5,2020-07-12
583,17,88.97,2020-06-10
754,16,57.58,2020-05-07
742,29,56.44,2020-08-21
934,16,30.53,2020-08-31
679,23,5.9,2020-03-25
131,47,90.03,2020-04-21
246,1,0.74,2020-04-03
224,18,97.79,2020-09-14
653,30,71.74,2020-02-15
919,47,28.93,2020-09-05
831,23,0.59,2020-02-11
846,43,78.65,2020-07-28
642,29,14.11,2020-11-28
376,32,76.38,2020-06-14
367,33,86.85,2020-07-15
840,50,26.13,2020-06-17
266,33,69.35,2020-06-24
209,13,61.54,2020-08-09
328,31,46.74,2020-10-11
577,30,30.31,2020-05-15
356,8,40.07,2020-10-25
255,24,78.58,2020-06-13
191,30,20.29,2020-11-14
289,10,26.4,2020-08-06
692,42,20.09,2020-10-06
82,31,89.81,2020-04-07
135,37,45.16,2020-07-04
694,21,64.61,2020-04-30
954,5,74.74,2020-10-07
337,15,63.79,2020-01-10
584,3,17.57,2020-06-02
16,12,23.12,2020-06-10
717,13,82.28,2020-01-06
924,5,77.77,2020-01-23
48,20,83.05,2020-04-04
337,29,76.85,2020-10-07
697,44,39.3,2020-05-10
747,21,9.74,2020-11-13
583,49,63.55,2020-01-17
49,25,18.55,2020-01-10
522,29,95.81,2020-09-25
253,20,75.15,2020-08-14
101,33,56.27,2020-05-01
885,19,90.72,2020-05-01
743,8,76.29,2020-06-23
231,23,53.78,2020-08-22
330,5,5.11,2020-07-15
516,20,67.41,2020-08-31
245,43,53.55,2020-08-05
672,15,52.18,2020-01-13
502,26,53.01,2020-04-22
82,31,19.81,2020-12-17
949,46,56.63,2020-06-02
475,46,78.91,2020-02-12
353,34,70.02,2020-01-31
52,40,98.06,2020-10-30
7,19,6.16,2020-05-22
335,23,99.65,2020-12-12
245,1,74.38,2020-01-21
5,37,63.24,2020-03-26
11,26,3.63,2020-11-30
840,10,35.19,2020-07-17
580,43,89.16,2020-10-29
836,25,96.35,2020-09-07
126,35,5.97,2020-04-09
709,42,34.13,2020-10-15
965,30,65.06,2020-04-24
266,12,56.63,2020-10-12
455,30,6.65,2020-03-04
320,10,72.48,2020-12-25
44,24,72.98,2020-04-13
345,6,87.52,2020-10-20
275,42,1.27,2020-09-29
856,42,63.31,2020-03-02
211,39,17.79,2020-02-19
500,1,41.49,2020-06-27
729,40,70.38,2020-03-04
420,50,96.9,2020-06-09
427,48,22.84,2020-05-13
125,3,29.37,2020-10-04
583,47,34.43,2020-12-29
935,5,9.12,2020-12-02
460,15,36.64,2020-11-16
294,19,12.77,2020-05-30
563,19,3.35,2020-06-19
309,46,99.12,2020-03-14
950,9,92.67,2020-01-06
426,44,17.66,2020-08-14
79,41,63.58,2020-09-19
763,7,5.79,2020-07-26
116,15,73.22,2020-02-22
719,40,92.48,2020-07-02
208,15,66.39,2020-01-01
95,26,22.72,2020-06-24
773,29,73.1,2020-05-11
201,18,86.34,2020-02-08
157,9,39.01,2020-06-01
290,43,32.48,2020-06-09
592,6,6.53,2020-06-27
931,16,47.97,2020-11-23
712,36,75.45,2020-09-24
358,1,62.36,2020-09-13
415,2,62.92,2020-08-05
911,36,15.5,2020-11-21
730,46,98.14,2020-09-22
384,44,19.09,2020-06-07
637,5,11.7,2020-08-12
640,1,78.1,2020-03-08
253,15,51.32,2020-12-15
36,39,65.01,2020-07-01
774,24,47.76,2020-10-19
737,3,93.4,2020-04-04
493,35,88.03,2020-05-24
993,5,50.45,2020-06-29
470,3,23.41,2020-07-17
673,41,17.29,2020-02-08
602,37,19.45,2020-09-09
555,14,27.92,2020-02-12
302,4,50.68,2020-05-18
456,45,17.85,2020-04-27
360,49,52.95,2020-10-10
493,23,88.32,2020-11-19
383,28,84.24,2020-11-16
967,12,17.14,2020-07-22
480,48,28.71,2020-10-06
752,42,54.33,2020-05-29
855,11,9.24,2020-08-25
263,40,42.34,2020-07-23
642,38,44.05,2020-04-14
380,21,15.06,2020-04-14
81,41,68.56,2020-03-13
506,40,2.28,2020-01-02
370,8,90.25,2020-11-03
482,34,5.91,2020-03-12
227,15,17.25,2020-08-15
581,48,75.37,2020-05-19
709,26,41.99,2020-07-01
161,48,5.67,2020-05-02
996,17,70.28,2020-12-19
350,29,88.3,2020-03-30
179,40,91.39,2020-01-13
184,12,59.55,2020-12-08
202,41,81.83,2020-05-09
49,4,78.24,2020-02-23
328,6,96.16,2020-12-07
475,1,64.71,2020-11-11
912,40,70.25,2020-10-18
122,12,52.73,2020-08-31
970,20,85.91,2020-05-13
568,35,82.95,2020-04-22
956,4,92.66,2020-11-28
718,31,52.66,2020-03-27
99,25,44.18,2020-09-17
622,39,82.31,2020-11-20
796,11,68.48,2020-08-10
921,39,22.4,2020-08-24
421,10,21.3,2020-10-06
206,10,86.92,2020-02-20
97,32,65.36,2020-03-23
351,40,73.93,2020-11-11
292,5,78.34,2020-06-27
371,17,12.54,2020-07-11
486,36,13.19,2020-03-13
847,19,84.79,2020-10-19
666,47,75.95,2020-01-30
363,42,8.42,2020-06-03
475,20,54.14,2020-04-17
641,11,63.33,2020-09-04
798,9,34.7,2020-06-20
817,21,75.7,2020-06-21
423,49,33.17,2020-10-03
259,5,74.52,2020-04-11
385,32,96.16,2020-05-17
20,10,32.5,2020-05-13
817,27,59.2,2020-04-13
338,41,18.45,2020-06-25
187,18,27.02,2020-03-23
654,7,84.71,2020-10-09
163,25,5.42,2020-12-06
296,7,43.43,2020-08-16
492,36,2.97,2020-05-12
915,16,86.18,2020-05-22
518,41,65.1,2020-07-24
144,41,37.42,2020-09-23
876,14,80.02,2020-01-02
625,3,42.0,2020-06-10
757,39,57.28,2020-03-22
739,46,65.44,2020-12-06
872,27,83.05,2020-02-29
890,45,28.28,2020-07-16
378,32,6.36,2020-01-15
787,18,72.88,2020-10-27
649,32,33.14,2020-02-11
817,37,55.7,2020-11-04
276,47,30.57,2020-05-09
758,26,93.16,2020-01-25
595,23,80.06,2020-03-25
424,35,77.97,2020-09-15
893,24,11.41,2020-09-26
878,11,89.76,2020-07-23
535,27,7.2,2020-01-19
161,36,55.88,2020-11-01
423,40,72.06,2020-12-28
497,25,29.9,2020-02-21
785,16,60.75,2020-03-25
250,9,49.47,2020-06-09
7,12,89.69,2020-06-29
618,5,73.42,2020-02-27
174,12,91.01,2020-12-16
905,21,67.2,2020-05-11
21,23,67.52,2020-05-14
283,4,75.25,2020-03-24
955,46,42.03,2020-08-29
550,17,22.83,2020-04-30
788,13,55.3,2020-06-16
918,2,4.89,2020-11-23
803,9,55.46,2020-07-15
50,34,5.64,2020-08-12
348,10,70.96,2020-04-10
298,41,3.92,2020-10-17
459,28,55.3,2020-12-08
851,31,98.41,2020-09-12
770,32,51.46,2020-05-24
409,17,88.36,2020-11-20
